,callDateTime,priority,district,description,callNumber,incidentLocation,location
13563,7/17/2015 15:13,Low,ED,AUTO ACCIDENT,P151981737,E MONUMENT ST/N PORT ST,"(39.298814,-76.582999)"
13564,7/17/2015 15:16,High,NW,AUTO ACC/INJURY,P151981738,ELDORADO AV/WABASH AV,"(39.342839,-76.689319)"
13565,7/17/2015 15:15,Medium,NW,COMMON ASSAULT,P151981739,3300 W BELVEDERE AV,"(39.3484970,-76.6773160)"
13566,7/17/2015 15:13,Non-Emergency,SE,Repo,P151981740,2000 BROENING HY,"(39.2696245,-76.5431462)"
13567,7/17/2015 15:16,Medium,ND,911/NO  VOICE,P151981741,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
13568,7/17/2015 15:12,Low,ED,AUTO ACCIDENT,P151981742,E MADISON ST/N ROSE ST,"(39.299926,-76.581660)"
13569,7/17/2015 15:15,Medium,SE,911/NO  VOICE,P151981743,6700 YOUNGSTOWN AV,"(39.2780100,-76.5327360)"
13570,7/17/2015 15:17,Non-Emergency,SD,Repairs/Service,P151981744,100,"(39.3810499,-76.6572571)"
13571,7/17/2015 15:15,Medium,ND,911/NO  VOICE,P151981745,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
13572,7/17/2015 15:16,Medium,ND,911/NO  VOICE,P151981746,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
13573,7/17/2015 15:14,Medium,NE,BURGLARY,P151981747,5100 GROTON RD,"(39.3252850,-76.5304410)"
13574,7/17/2015 15:17,Medium,CD,911/NO  VOICE,P151981748,300 BLOOM ST,"(39.3093093,-76.6349768)"
13575,7/17/2015 15:18,High,NE,Traffic Stop,P151981749,5600 WALTHER AV,"(39.3473590,-76.5525238)"
13576,7/17/2015 15:16,High,SD,HOLDUP ALARM,P151981750,600 E PATAPSCO AV,"(39.2364800,-76.6020150)"
13577,7/17/2015 15:17,Low,SD,AUTO ACCIDENT,P151981751,500 W HAMBURG ST,"(39.2794032,-76.6223515)"
13578,7/17/2015 15:18,Medium,TRU,911/NO  VOICE,P151981752,400 N EUTAW ST,"(39.2938893,-76.6212409)"
13579,7/17/2015 15:17,Low,ND,CHILD ON PHONE,P151981753,400 E 25TH ST,"(39.3180748,-76.6110777)"
13580,7/17/2015 15:18,Medium,ED,UNFOUNDED,P151981754,ORLEANS ST/COLVIN ST,"(39.294743,-76.605518)"
13581,7/17/2015 15:17,Low,WD,UNKNOWN TROUBLE,P151981755,0 N POPPLETON ST,"(39.2888712,-76.6321705)"
13582,7/17/2015 15:19,Medium,CD,911/NO  VOICE,P151981756,1400 N CHARLES ST,"(39.3056484,-76.6162275)"
13583,7/17/2015 15:20,Non-Emergency,ND,Other,P151981757,400 E 33RD ST,"(39.3286538,-76.6106640)"
13584,7/17/2015 15:18,Medium,CD,911/NO  VOICE,P151981758,1400 N CHARLES ST,"(39.3056484,-76.6162275)"
13585,7/17/2015 15:19,Low,CD,AUTO ACCIDENT,P151981759,200 ST PAUL PL,"(39.2912704,-76.6143369)"
13586,7/17/2015 15:20,Medium,SW,AUTO THEFT,P151981760,NORMOUNT AV/N HILTON ST,"(39.301460,-76.671821)"
13587,7/17/2015 15:17,Medium,CD,DISORDERLY,P151981761,2400 LINDEN AV,"(39.3138030,-76.6360160)"
13588,7/17/2015 15:21,Medium,CD,911/NO  VOICE,P151981762,400 W FRANKLIN ST,"(39.2950980,-76.6214710)"
13589,7/17/2015 15:20,Medium,NE,911/NO  VOICE,P151981763,6500 BELAIR RD,"(39.3554832,-76.5298917)"
13590,7/17/2015 15:22,Low,CD,LARCENY F/AUTO,P151981765,2400 MADISON AV,"(39.3125682,-76.6377911)"
13591,7/17/2015 15:23,Medium,SD,DISORDERLY,P151981766,1100 S CAREY ST,"(39.2811830,-76.6364150)"
13592,7/17/2015 15:18,Low,ED,LARCENCY,P151981768,GREENMOUNT AV/E 0TH ST,"(39.318124,-76.609459)"
13593,7/17/2015 15:22,Low,TRU,LARCENY F/AUTO,P151981769,400 SELBY CT,"(39.3522700,-76.6124280)"
13594,7/17/2015 15:25,Non-Emergency,SD,TOWED VEHICLE,P151981770,2600 INSULATOR DR,"(39.2606280,-76.6135670)"
13595,7/17/2015 15:24,Medium,ND,911/NO  VOICE,P151981773,3300 N CHARLES ST,"(39.3276359,-76.6185319)"
13596,7/17/2015 15:17,Medium,SD,COMMON ASSAULT,P151981774,2300 ROUND RD,"(39.2531070,-76.6270390)"
13597,7/17/2015 15:23,Medium,NW,NARCOTICSOutside,P151981775,5200 BLK CORDELIA AV,"(39.3468081,-76.6827824)"
13598,7/17/2015 15:24,Low,NE,AUTO ACCIDENT,P151981776,BELAIR RD/FRANKFORD AV,"(39.338061,-76.551741)"
13599,7/17/2015 15:26,Medium,SE,DISORDERLY,P151981777,400 BLK S HIGHLAND AV,"(39.2962185,-76.5699895)"
13600,7/17/2015 15:25,Medium,NW,911/NO  VOICE,P151981778,2400 VIOLET AV,"(39.3309418,-76.6575755)"
13601,7/17/2015 15:20,Non-Emergency,ND,FOLLOW UP 6J,P151981779,3900 BLK FALLS RD,"(39.3352610,-76.6366090)"
13602,7/17/2015 15:25,Medium,CD,911/NO  VOICE,P151981780,600 W BALTIMORE ST,"(39.2892208,-76.6236944)"
13603,7/17/2015 15:08,Non-Emergency,ND,Repo,P151981781,5100 GREENSPRING AV,"(39.3516493,-76.6597088)"
13604,7/17/2015 15:27,Medium,SW,BY THREAT,P151981782,5300 CARRIAGE CT,"(39.2833378,-76.7064158)"
13605,7/17/2015 15:27,Low,SE,INVESTIGATE,P151981783,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
13606,7/17/2015 15:28,Medium,ND,DISORDERLY,P151981784,600 E 33RD ST,"(39.3286549,-76.6082916)"
13607,7/17/2015 15:27,Medium,ED,911/NO  VOICE,P151981785,2000 N BROADWAY,"(39.3130613,-76.5969413)"
13608,7/17/2015 15:28,Low,NE,AUTO ACCIDENT,P151981786,BELAIR RD/ECHODALE AV,"(39.337570,-76.552454)"
13609,7/17/2015 15:28,Medium,ND,DISORDERLY,P151981787,3600-3628 ELM AV,"(39.3318690,-76.6316710)"
13610,7/17/2015 15:28,Medium,SE,911/NO  VOICE,P151981788,3500 EASTERN AV,"(39.2868690,-76.5680090)"
13611,7/17/2015 15:30,Low,CW,OTHER,P151981789,H0,"(38.1877274,-76.4306578)"
13612,7/17/2015 15:28,Low,ND,LARCENCY,P151981790,2400 N CHARLES ST,"(39.3163859,-76.6169039)"
13613,7/17/2015 15:28,Medium,NW,911/NO  VOICE,P151981791,3800 EGERTON RD,"(39.3282320,-76.6806749)"
13614,7/17/2015 15:27,Medium,CD,911/NO  VOICE,P151981792,1200 ETTING ST,"(39.3007807,-76.6280995)"
13615,7/17/2015 15:31,Non-Emergency,SD,Repairs/Service,P151981793,100,"(39.3810499,-76.6572571)"
13616,7/17/2015 16:45,High,NW,Traffic Stop,P151982034,5400 REISTERSTOWN RD,"(39.3460230,-76.6883340)"
13617,7/17/2015 16:44,Medium,ND,911/NO  VOICE,P151982035,1100 W COLD SPRING LN,"(39.3431541,-76.6395666)"
13618,7/17/2015 16:43,Medium,SE,COMMON ASSAULT,P151982036,3700 E LOMBARD ST,"(39.2916075,-76.5666998)"
13619,7/17/2015 16:39,Medium,ND,INJURED PERSON,P151982037,THE ALAMEDA/E BELVEDERE AV,"(39.360718,-76.594220)"
13620,7/17/2015 16:43,Medium,SD,BURGLARY,P151982038,4200 BLK CURTIS AV,"(39.2275284,-76.5872057)"
13621,7/17/2015 16:46,Low,CD,AUTO ACCIDENT,P151982039,200 BLK W BALTIMORE ST,"(39.2897250,-76.6183780)"
13622,7/17/2015 16:46,Medium,SD,COMMON ASSAULT,P151982040,3000 SEAMON AV,"(39.2507860,-76.6179280)"
13623,7/17/2015 16:48,Low,CD,AUTO ACCIDENT,P151982041,W BALTIMORE ST/PARK AV,"(39.289403,-76.618060)"
13624,7/17/2015 15:33,Medium,SD,NARCOTICSOutside,P151981805,1200 BLK HOLLINS ST,"(39.2876153,-76.6367476)"
13625,7/17/2015 15:30,Medium,CD,COMMON ASSAULT,P151981806,GUILFORD AV/E MADISON ST,"(39.298763,-76.611584)"
13626,7/17/2015 15:32,Medium,NW,911/NO  VOICE,P151981807,3800 EGERTON RD,"(39.3282320,-76.6806749)"
13627,7/17/2015 15:31,Low,SE,LARCENY F/AUTO,P151981808,3000 FOSTER AV,"(39.2843266,-76.5742360)"
13628,7/17/2015 15:26,Medium,NW,DISORDERLY,P151981809,3300 HAYWARD AV,"(39.3510909,-76.6775160)"
13629,7/17/2015 15:33,Low,CD,HIT AND RUN,P151981811,ST PAUL PL/E CENTRE ST,"(39.296401,-76.613972)"
13630,7/17/2015 15:32,Medium,NE,DISORDERLY,P151981812,2800 BLK CLIFTON PARK TE,"(39.2903848,-76.6121893)"
13631,7/17/2015 15:33,Non-Emergency,WD,ANIMAL DISTURB,P151981813,300 N CARLTON ST,"(39.2923884,-76.6362096)"
13632,7/17/2015 15:33,Low,CD,OTHER,P151981814,SB I 100 S AT ST PAUL ST,"(39.306006,-76.614605)"
13633,7/17/2015 15:36,Non-Emergency,SW,Repairs/Service,P151981816,100,"(39.3810499,-76.6572571)"
13634,7/17/2015 15:33,Medium,SW,911/NO  VOICE,P151981817,500 N ATHOL AV,"(39.2923579,-76.6893446)"
13635,7/17/2015 15:34,Medium,ND,BURGLARY,P151981819,500 EVESHAM AV,"(39.3655009,-76.6096895)"
13636,7/17/2015 15:35,Low,NE,INVESTIGATE,P151981820,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
13637,7/17/2015 15:36,Medium,SE,DISORDERLY,P151981821,0 BLK S EXETER ST,"(39.2904052,-76.6031374)"
13638,7/17/2015 15:36,Medium,NW,NARCOTICSOutside,P151981822,3700 BLK W BELVEDERE AV,"(39.3464230,-76.6805640)"
13639,7/17/2015 15:37,Non-Emergency,ED,LOUD MUSIC,P151981823,1400 N LINWOOD AV,"(39.3072310,-76.5769610)"
13640,7/17/2015 15:33,Medium,SW,NARCOTICSOutside,P151981824,WINCHESTER ST/OAKHURST PL,"(39.301377,-76.664446)"
13641,7/17/2015 15:37,Low,NE,RUN AWAY,P151981825,2800 ERDMAN AV,"(39.3234568,-76.5762551)"
13642,7/17/2015 15:37,Medium,ED,DISORDERLY,P151981826,1600 BLK DARLEY AV,"(39.3149279,-76.5960798)"
13643,7/17/2015 15:37,Non-Emergency,SE,PRKG COMPLAINT,P151981827,3300 MARSHALL CT,"(39.2858053,-76.5699078)"
13644,7/17/2015 15:38,Low,SW,LARCENCY,P151981828,4700 FREDERICK AV,"(39.2817070,-76.6930730)"
13645,7/17/2015 15:38,Non-Emergency,SE,UNAUTHORIZED USE,P151981829,100 S CENTRAL AV,"(39.2903797,-76.5996472)"
13646,7/17/2015 15:40,Low,NW,WANTED ON WARR,P151981831,3600 OAKMONT AV,"(39.3444490,-76.6769870)"
13647,7/17/2015 15:40,Low,SD,HIT AND RUN,P151981832,S HANOVER ST/W RANDALL ST,"(39.271521,-76.615198)"
13648,7/17/2015 15:38,Medium,CD,911/HANGUP,P151981833,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
13649,7/17/2015 15:40,High,CD,ROBBERY UNARMED,P151981834,2100 DRUID HILL AV,"(39.3082130,-76.6366220)"
13650,7/17/2015 15:41,Medium,ND,911/NO  VOICE,P151981835,0 W COLD SPRING LN,"(39.3453384,-76.6221160)"
13651,7/17/2015 15:41,Medium,CD,COMMON ASSAULT,P151981836,BLOOM ST/DRUID HILL AV,"(39.308291,-76.636347)"
13652,7/17/2015 15:41,Medium,ND,911/NO  VOICE,P151981837,100 W 39TH ST,"(39.3361670,-76.6207670)"
13653,7/17/2015 15:40,Low,TRU,LARCENY F/AUTO,P151981838,1900 PENROSE AV,"(39.2914630,-76.6475840)"
13654,7/17/2015 15:42,Low,SE,AUTO ACCIDENT,P151981839,E PRATT ST/PRESIDENT ST,"(39.286950,-76.604196)"
13655,7/17/2015 15:40,Low,CD,INVESTIGATE,P151981840,400 W FRANKLIN ST,"(39.2950980,-76.6214710)"
13656,7/17/2015 15:38,Medium,SE,DISORDERLY,P151981841,400 S HIGHLAND AV,"(39.2874140,-76.5693590)"
13657,7/17/2015 15:42,Medium,ND,911/NO  VOICE,P151981842,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
13658,7/17/2015 15:42,Medium,SW,NARCOTICSOutside,P151981843,WINCHESTER ST/OAKHURST PL,"(39.301377,-76.664446)"
13659,7/17/2015 15:38,High,CD,ARMED PERSON,P151981844,2200 BLK DRUID HILL AV,"(39.3090020,-76.6375780)"
13660,7/17/2015 15:42,High,CD,AGGRAV ASSAULT,P151981845,2100 DRUID HILL AV,"(39.3082130,-76.6366220)"
13661,7/17/2015 15:43,High,CD,AGGRAV ASSAULT,P151981846,GOLD ST/DRUID HILL AV,"(39.309053,-76.637302)"
13662,7/17/2015 15:43,Low,SE,AUTO ACCIDENT,P151981847,E PRATT ST/PRESIDENT ST,"(39.286950,-76.604196)"
13663,7/17/2015 15:44,Medium,SW,UNFOUNDED,P151981848,5100 BLK OAKLAWN RD,"(39.3067290,-76.7055800)"
13664,7/17/2015 15:41,High,CD,AGGRAV ASSAULT,P151981849,DRUID HILL AV/GOLD ST,"(39.309053,-76.637302)"
13665,7/17/2015 15:44,Medium,ED,AED NONBREATHING,P151981850,1800 N PORT ST,"(39.3114120,-76.5839899)"
13666,7/17/2015 15:43,Medium,NW,NARCOTICSOutside,P151981851,5000 BLK PEMBRIDGE AV,"(39.3494650,-76.6697779)"
13667,7/17/2015 15:45,Medium,SE,JUV DISTURBANCE,P151981853,700 BLK N KENWOOD AV,"(39.3543165,-76.5128799)"
13668,7/17/2015 15:45,Medium,ED,DISORDERLY,P151981854,1700 E 25TH ST,"(39.3161774,-76.5934445)"
13669,7/17/2015 15:46,High,SE,RA POLICE,P151981855,600-624 S WOLFE ST,"(39.2841200,-76.5902320)"
13670,7/17/2015 15:45,Low,SE,DESTRUCT PROPTY,P151981856,1700 BANK ST,"(39.2865906,-76.5923050)"
13671,7/17/2015 15:45,Medium,SD,DISORDERLY,P151981857,1500 RUSSELL ST,"(39.2744610,-76.6278710)"
13672,7/17/2015 15:45,High,NW,SILENT ALARM,P151981858,3500 LYNCHESTER RD,"(39.3256333,-76.6696055)"
13673,7/17/2015 15:47,Non-Emergency,SE,Repairs/Service,P151981859,100,"(39.3810499,-76.6572571)"
13674,7/17/2015 15:45,Medium,ED,911/NO  VOICE,P151981860,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
13675,7/17/2015 15:47,Medium,CD,911/HANGUP,P151981861,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
13676,7/17/2015 15:43,Medium,SE,DISORDERLY,P151981862,6300 EASTERN AV,"(39.2879064,-76.5407488)"
13677,7/18/2015 9:37,Low,CD,LARCENCY,P151990929,100 E BALTIMORE ST,"(39.2895977,-76.6137560)"
13678,7/18/2015 9:37,Medium,ND,911/NO  VOICE,P151990930,5200 N CHARLES ST,"(39.3587420,-76.6260901)"
13679,7/18/2015 9:38,High,NW,SILENT ALARM,P151990931,3600 DENISON RD,"(39.3278109,-76.6725390)"
13680,7/18/2015 9:36,Low,ED,BIKE LARCENY,P151990932,2600 E PRESTON ST,"(39.3060717,-76.5809077)"
13681,7/18/2015 9:38,Medium,ND,911/NO  VOICE,P151990933,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
13682,7/18/2015 9:38,Medium,SW,911/NO  VOICE,P151990934,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
13683,7/18/2015 9:40,Medium,ND,911/NO  VOICE,P151990935,5200 N CHARLES ST,"(39.3587420,-76.6260901)"
13684,7/18/2015 9:41,High,NE,Traffic Stop,P151990936,N GAY ST/N FRONT ST,"(39.293165,-76.608172)"
13685,7/18/2015 9:39,Medium,CD,BURGLARY,P151990937,2200 MT ROYAL TE,"(39.3145930,-76.6284600)"
13686,7/18/2015 9:36,Medium,SE,DISORDERLY,P151990938,1800 LANCASTER ST,"(39.2826631,-76.5911502)"
13687,7/18/2015 9:39,Medium,ED,AUTO THEFT,P151990939,1400 N EDEN ST,"(39.3063660,-76.5999360)"
13688,7/18/2015 9:44,Non-Emergency,WD,Foot  Patrol,P151990941,W BALTIMORE ST/N CAREY ST,"(39.288562,-76.638150)"
13689,7/18/2015 9:43,Medium,SE,BURGLARY,P151990942,6700 RAILWAY AV,"(39.2741080,-76.5313670)"
13690,7/18/2015 9:42,Medium,SW,911/NO  VOICE,P151990943,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
13691,7/18/2015 9:44,Medium,ND,AUTO THEFT,P151990945,500 E 25TH ST,"(39.3181547,-76.6090045)"
13692,7/18/2015 9:43,Medium,SW,911/NO  VOICE,P151990946,200 SIEGWART LN,"(39.2832008,-76.6764800)"
13693,7/18/2015 9:44,Low,NE,HIT AND RUN,P151990947,2800 PELHAM AV,"(39.3257710,-76.5720140)"
13694,7/18/2015 9:45,Medium,SW,911/NO  VOICE,P151990948,3500 OLD FREDERICK RD,"(39.2828140,-76.6750710)"
13695,7/18/2015 9:46,Medium,SD,DISORDERLY,P151990951,CHURCH ST/PENNINGTON AV,"(39.222977,-76.588253)"
13696,7/18/2015 9:48,Medium,SE,DISORDERLY,P151990953,2100 FLEET ST,"(39.2850331,-76.5868870)"
13697,7/18/2015 9:48,Medium,NW,911/NO  VOICE,P151990954,4800 SETON DR,"(39.3438490,-76.7081460)"
13698,7/17/2015 15:47,Medium,SD,DISORDERLY,P151981863,S PAYSON ST/W LOMBARD ST,"(39.286238,-76.648543)"
13699,7/17/2015 15:48,Low,ND,HIT AND RUN,P151981864,3100 BLK ST PAUL ST,"(39.3261100,-76.6164000)"
13700,7/17/2015 15:47,Low,WD,LARCENCY,P151981865,1500 N CAREY ST,"(39.3068274,-76.6403348)"
13701,7/17/2015 15:50,High,NW,SILENT ALARM,P151981866,3400 OLYMPIA AV,"(39.3685310,-76.7017580)"
13702,7/17/2015 15:46,Medium,SE,SUSPICIOUS PERS,P151981867,1800 BLK EASTERN AV,"(39.2858431,-76.5912439)"
13703,7/17/2015 15:51,Medium,SE,911/NO  VOICE,P151981868,3500 EASTERN AV,"(39.2868690,-76.5680090)"
13704,7/17/2015 15:50,Medium,NW,DISORDERLY,P151981870,QUEENSBERRY AV/W GARRISON AV,"(39.348824,-76.670990)"
13705,7/17/2015 15:51,Medium,SD,JUV DISTURBANCE,P151981871,600 W PATAPSCO AV,"(39.2419540,-76.6265570)"
13706,7/17/2015 15:53,Low,CD,AUTO ACCIDENT,P151981872,N MARTIN LUTHER KING JR BL/W FAYETTE ST,"(39.290132,-76.627726)"
13707,7/17/2015 15:53,Medium,CD,DISORDERLY,P151981873,100 MARKET PL,"(39.2878661,-76.6068831)"
13708,7/17/2015 15:53,Medium,CD,NARCOTICSOutside,P151981874,S CALVERT ST/E PRATT ST,"(39.286565,-76.612141)"
13709,7/17/2015 15:54,Medium,SD,911/NO  VOICE,P151981875,600 WASHINGTON BL,"(39.2965645,-76.6161199)"
13710,7/17/2015 15:53,Low,CD,WANTED ON WARR,P151981876,400 W LEXINGTON ST,"(39.2915100,-76.6218832)"
13711,7/17/2015 15:50,Medium,NW,MENTAL CASE,P151981877,WABASH AV/W COLD SPRING LN,"(39.336619,-76.673888)"
13712,7/17/2015 15:55,Medium,ND,911/NO  VOICE,P151981878,0 W 20TH ST,"(39.3122376,-76.6166388)"
13713,7/17/2015 15:56,Medium,SD,DISORDERLY,P151981879,700 WASHINGTON BL,"(39.2834053,-76.6270544)"
13714,7/17/2015 15:55,Medium,NE,DISORDERLY,P151981880,LAKE MONTEBELLO,"(39.331424,-76.581140)"
13715,7/17/2015 15:57,Medium,CD,911/NO  VOICE,P151981881,300 W PRESTON ST,"(39.3024507,-76.6229276)"
13716,7/17/2015 15:57,Medium,ED,911/NO  VOICE,P151981882,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
13717,7/17/2015 15:54,Non-Emergency,SD,RECOVER PROPERTY,P151981883,1500 BOYLE ST,"(39.2718644,-76.6030288)"
13718,7/17/2015 15:57,Medium,SD,LYING IN STREET,P151981884,WEBER ST/WILLIAM ST,"(39.276592,-76.610596)"
13719,7/17/2015 15:54,Medium,NE,911/NO  VOICE,P151981885,3300 BELAIR RD,"(39.3221060,-76.5738460)"
13720,7/17/2015 15:58,Medium,SW,COMMON ASSAULT,P151981886,W LANVALE ST/POPLAR GROVE ST,"(39.297144,-76.665070)"
13721,7/17/2015 15:59,Medium,SW,DISORDERLY,P151981887,POPLAR GROVE ST/W LANVALE ST,"(39.297144,-76.665070)"
13722,7/17/2015 15:56,Low,ND,UNKNOWN TROUBLE,P151981888,5200 YORK RD,"(39.3522360,-76.6105171)"
13723,7/17/2015 15:57,Medium,NW,911/NO  VOICE,P151981889,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
13724,7/17/2015 15:59,Medium,SD,DISORDERLY,P151981890,WASHINGTON BL/W OSTEND ST,"(39.281738,-76.634007)"
13725,7/17/2015 15:56,Low,NE,INVESTIGATE,P151981891,4300 GREENHILL AV,"(39.3246690,-76.5593430)"
13726,7/17/2015 15:59,Medium,CD,DISORDERLY,P151981893,E NORTH AV/N CHARLES ST,"(39.311175,-76.616562)"
13727,7/17/2015 16:01,Medium,SW,911/NO  VOICE,P151981894,200 S PULASKI ST,"(39.2850158,-76.6499023)"
13728,7/17/2015 15:57,Low,SD,VEHICLE DISTURB,P151981895,1600 BLK S HANOVER ST,"(39.2714015,-76.6154765)"
13729,7/17/2015 16:02,Non-Emergency,WD,FOLLOW UP,P151981896,200,"(39.2912369,-76.6124710)"
13730,7/17/2015 16:01,Low,SE,AUTO ACCIDENT,P151981897,BAYVIEW BL/MASON LORD DR,"(39.288603,-76.548543)"
13731,7/17/2015 16:01,Non-Emergency,SE,SUPV COMPLAINT,P151981898,300 BALLOU CT,"(39.2882883,-76.5973252)"
13732,7/17/2015 16:04,High,WD,Traffic Stop,P151981899,0 S CAREY ST,"(39.2885257,-76.6381553)"
13733,7/17/2015 16:04,Non-Emergency,ND,INVESTIGATE AUTO,P151981901,3400 BLK FALLS RD,"(39.3288959,-76.6343958)"
13734,7/17/2015 16:05,Medium,SE,FAMILY DISTURB,P151981902,3500 E LOMBARD ST,"(39.2915551,-76.5680804)"
13735,7/17/2015 16:02,Medium,NW,MENTAL CASE,P151981904,W COLD SPRING LN/DAYTONA AV,"(39.337676,-76.671082)"
13736,7/17/2015 16:04,Medium,WD,DISORDERLY,P151981905,CLOVERDALE RD/DRUID HILL AV,"(39.314031,-76.641841)"
13737,7/17/2015 16:06,Medium,NE,DISORDERLY,P151981906,5900 RADECKE AV,"(39.3305654,-76.5329631)"
13738,7/17/2015 16:06,Non-Emergency,NE,PRKG COMPLAINT,P151981907,E 0ST ST/HARFORD RD,"(39.325938,-76.585449)"
13739,7/17/2015 16:06,Medium,SD,911/NO  VOICE,P151981908,1100 WICOMICO ST,"(39.2795989,-76.6296770)"
13740,7/17/2015 16:06,Medium,SW,911/NO  VOICE,P151981909,2600 WASHINGTON BL,"(39.2659402,-76.6532936)"
13741,7/17/2015 16:07,Medium,NE,SUSPICIOUS PERS,P151981910,7600 BLK HARFORD RD,"(39.3721019,-76.5446527)"
13742,7/17/2015 16:06,Medium,NW,911/HANGUP,P151981912,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
13743,7/17/2015 16:03,Medium,ED,FAMILY DISTURB,P151981914,2300 E HOFFMAN ST,"(39.3069770,-76.5851712)"
13744,7/17/2015 16:09,Low,ND,OTHER,P151981915,2900 ST PAUL ST,"(39.3234105,-76.6159701)"
13745,7/17/2015 16:06,Low,SW,OTHER,P151981916,1600 BLK GERTRUDE ST,"(39.3060020,-76.6645561)"
13746,7/17/2015 16:09,Low,CD,INVESTIGATE,P151981917,200 E BALTIMORE ST,"(39.2898910,-76.6120720)"
13747,7/17/2015 16:10,Low,TRU,LARCENY F/AUTO,P151981919,800 STAMFORD RD,"(39.2930850,-76.7075140)"
13748,7/17/2015 16:10,Medium,SE,DISORDERLY,P151981920,3700 EASTERN AV,"(39.2868440,-76.5663460)"
13749,7/17/2015 16:09,Medium,SD,DISORDERLY,P151981921,700 WASHINGTON BL,"(39.2834053,-76.6270544)"
13750,7/17/2015 16:11,Low,CD,LARCENCY,P151981922,1200 N CHARLES ST,"(39.3035501,-76.6163089)"
13751,7/17/2015 16:11,Medium,NE,911/NO  VOICE,P151981923,3300 BELAIR RD,"(39.3221060,-76.5738460)"
13752,7/17/2015 16:32,Medium,ND,911/NO  VOICE,P151981986,2500 W BELVEDERE AV,"(39.3535492,-76.6668878)"
13753,7/17/2015 16:30,Medium,NW,FAMILY DISTURB,P151981987,2800 WALDORF AV,"(39.3400150,-76.6720109)"
13754,7/17/2015 16:31,Low,CD,CLOSED CALL,P151981988,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
13755,7/17/2015 16:32,Non-Emergency,ED,VEHICLE DISTURB,P151981989,1600 DARLEY AV,"(39.3149279,-76.5960798)"
13756,7/17/2015 16:33,High,SW,Traffic Stop,P151981990,200 S FRANKLINTOWN RD,"(39.2844150,-76.6586700)"
13757,7/17/2015 16:32,Medium,SW,911/NO  VOICE,P151981991,4600 FREDERICK AV,"(39.2814825,-76.6924178)"
13758,7/17/2015 16:34,Low,WD,WANTED ON WARR,P151981993,900 BLK W LEXINGTON ST,"(39.2911342,-76.6324692)"
13759,7/17/2015 16:33,Medium,NW,DISORDERLY,P151981994,5400 NARCISSUS AV,"(39.3490095,-76.6844262)"
13760,7/17/2015 16:30,Medium,CD,DISORDERLY,P151981995,0 N HOWARD ST,"(39.2893800,-76.6193888)"
13761,7/17/2015 16:29,Low,SW,HIT AND RUN,P151981996,WINDSOR AV/N LONGWOOD ST,"(39.312285,-76.667745)"
13762,7/17/2015 16:32,Medium,NE,911/HANGUP,P151981997,3300 BELAIR RD,"(39.3221060,-76.5738460)"
13763,7/17/2015 16:31,Low,SW,AUTO ACCIDENT,P151981998,W BALTIMORE ST/N HILTON ST,"(39.285807,-76.672316)"
13764,7/17/2015 16:35,High,NW,Traffic Stop,P151981999,5200 PARK HEIGHTS AV,"(39.3489130,-76.6765310)"
13765,7/17/2015 16:35,Medium,SD,911/NO  VOICE,P151982000,1100 WICOMICO ST,"(39.2795989,-76.6296770)"
13766,7/17/2015 16:36,Medium,SD,911/NO  VOICE,P151982001,1100 WICOMICO ST,"(39.2795989,-76.6296770)"
13767,7/17/2015 16:36,Low,WD,INVESTIGATE,P151982002,N GILMOR ST/WINCHESTER ST,"(39.302321,-76.643144)"
13768,7/17/2015 16:36,Medium,ED,911/NO  VOICE,P151982003,500 E PRESTON ST,"(39.3048077,-76.6092968)"
13769,7/17/2015 16:37,High,CD,AUTO ACC/INJURY,P151982004,100 MCMECHEN ST,"(39.3099976,-76.6239041)"
13770,7/17/2015 16:34,Medium,ND,DISORDERLY,P151982005,400 E BELVEDERE AV,"(39.3642565,-76.6113057)"
13771,7/17/2015 16:35,Low,NE,INVESTIGATE,P151982006,3300 BELAIR RD,"(39.3221060,-76.5738460)"
13772,7/17/2015 16:13,Medium,CD,DISORDERLY,P151981927,0 N HOWARD ST,"(39.2893800,-76.6193888)"
13773,7/17/2015 16:13,Medium,ND,BURGLARY,P151981928,500 EVESHAM AV,"(39.3655009,-76.6096895)"
13774,7/17/2015 16:13,High,SW,ARMED PERSON,P151981929,1800 BLOOMINGDALE RD,"(39.3081949,-76.6705475)"
13775,7/17/2015 16:11,Non-Emergency,SS,SUPV COMPLAINT,P151981930,3600 EDGEGREEN AV,"(39.3317004,-76.6542456)"
